0,0,0
-1.09305,-1.66317,0.197726
-1.51066,-0.352868,-1.25441
-1.52905,-0.253847,1.54817
-3.05041,-1.58732,-0.206011
-2.33298,-2.64076,1.42529
0.729616,-2.36575,0.626986
-0.334919,-0.907919,3.01318
0.784302,0.535836,2.19898
-4.06651,-0.85088,1.35129
-0.750631,1.55261,2.9801
-0.754006,-2.57312,4.03859
-2.04353,-4.19538,2.64977
2.32991,-2.37159,1.82659
1.0958,-2.13258,4.65837
-2.31632,-2.38147,5.27247
2.14031,-3.76096,0.375323
3.44327,-0.825046,1.21945
3.06436,1.08773,1.6641
3.48183,-3.41518,3.08515
0.665971,2.63106,3.89125
2.16614,-1.2755,6.11432
-3.68056,0.255186,-0.662181
-2.81527,-2.34314,-2.04271
4.48957,-1.74903,3.54169
1.72973,-5.59314,-0.313533
-5.20978,-2.04068,2.48147
-1.55246,-0.310498,-3.25353
1.48025,1.97991,5.59799
2.20002,3.59347,3.04245
4.56674,1.9898,2.62801
-3.68962,2.19738,-1.13944
-0.713307,1.48387,-3.52936
-2.91804,-4.26095,5.59723
4.14659,-1.04984,5.95025
2.87549,-6.30368,1.16375
5.16276,-3.79656,4.09957
4.28616,3.57741,1.44446
6.32587,-2.96278,2.70244
-3.75081,-4.11083,-2.03627
0.750725,0.545475,-4.5173
5.93149,-0.560103,5.19243
5.19045,3.21031,-0.301251
-2.75996,-2.75301,-3.99947
0.312112,-1.22638,-5.3347
3.96577,-2.54761,7.26326
6.28182,2.9616,2.29021
-1.13316,-2.62036,-5.1553
-2.37122,0.16782,-5.01445
-4.51379,-3.12734,6.0077
-3.29233,-6.15651,5.08075
6.77998,2.05364,-0.669317
2.62842,-3.79,8.08055
-3.74589,3.3468,-2.77519
7.63692,1.50209,2.47327
5.21188,5.08746,0.38858
6.76686,-4.98695,4.19873
1.78948,1.58459,-5.87422
-1.72947,-6.67016,6.21812
6.03808,4.81168,3.00978
7.58974,-1.38229,5.95019
3.66186,-2.01709,9.16751
2.22223,-0.289054,-6.42393
-3.05123,-1.61534,-5.61838
4.70272,6.25937,3.35766
3.91153,7.05216,1.70071
8.44479,2.79598,3.76679
4.62135,-3.78485,8.69136
8.03145,-4.24465,5.5588
6.49819,-3.33576,8.1662
-4.26346,-4.81226,7.05574
-4.19014,-4.13721,-4.19585
-5.6389,2.87348,-2.33648
4.16367,6.77677,5.21285
3.55964,2.38192,-6.35463
-1.72761,0.788013,-6.80361
-1.18653,-2.32016,-7.13192
2.75466,6.66656,6.62797
-4.65464,3.2327,-4.55316
-3.26588,-4.19716,-5.96846
2.00365,-4.06805,9.96001
4.23117,0.786667,-7.35674
-7.29712,2.90761,-1.21883
-4.55841,-0.633749,-6.49296
1.90727,-0.611222,-8.37252
6.49951,-5.2214,7.4996
2.62636,8.05431,5.14534
-2.29481,-5.91776,-6.27913
-1.09299,-0.0680905,-8.49605
2.77413,3.47257,-7.83566
5.33451,-1.15066,9.83946
7.18273,-6.55133,6.17126
-1.10796,-5.12851,-7.68216
-5.59917,-5.13555,-5.20478
4.52179,-0.697515,-8.66546
-3.54105,-3.64658,-7.87139
5.87025,6.44606,6.20189
-5.11361,-3.7212,8.50034
-7.2195,-4.18221,-4.52237
-4.98583,4.44277,-6.11074
10.3638,3.0032,3.24296
2.56844,5.45826,-7.71436
-6.70759,-3.23316,-6.20678
-8.05958,4.62128,-1.91306
-5.49264,-4.46227,-7.21336
-1.95678,1.196,-9.78288
-1.61017,-7.0389,-7.99555
-2.92984,-3.03537,-9.67496
3.58835,-0.014506,-10.2971
-2.48762,-1.2206,-10.3898
-0.650093,-1.84763,-10.8698
7.99841,-2.01341,8.13948
-6.09549,-5.53375,7.40665
9.39683,-2.5691,6.82205
2.34021,-2.48382,11.1334
7.79669,5.99286,5.91303
-5.59614,-6.45746,-7.12135
-8.56413,4.43321,-3.83921
9.25483,-0.503225,7.76431
3.75971,-4.80813,10.5671
6.06056,-6.81678,8.62302
3.46077,-1.93539,-10.8392
3.55423,7.12893,8.40192
4.09002,5.44572,-9.0123
9.22767,4.74538,6.54238
5.30826,0.236631,11.2799
5.65485,-5.36402,10.2517
5.64204,7.34252,7.9751
-5.44005,-7.3049,8.065
8.22278,5.15723,8.22183
11.2613,-3.23431,6.53704
-8.02166,-1.99813,-7.07161
11.5873,4.41202,3.96289
-5.56475,4.65182,-8.01367
10.8756,-1.66531,7.9151
4.43398,7.24331,-8.20584
-7.5853,-4.91111,-6.85029
