0,0,0
1.91056,0.053924,-0.58895
3.82245,0.0710291,-1.17579
-1.91105,-0.103342,0.580695
5.72413,0.227565,-1.77503
6.7652,1.69155,-2.65419
-1.78745,-0.527512,2.53128
7.70328,2.80567,-1.28352
-3.60817,-1.11014,0.906509
-4.35551,-2.86999,0.319672
8.97165,1.52614,-0.415164
9.73432,2.27046,-2.10759
10.321,2.22914,-4.01917
-4.99999,-0.956191,2.33449
11.1616,3.72038,-2.98499
12.3674,4.25249,-1.48067
-4.74374,-3.92079,1.97651
-6.68475,0.0337467,2.76065
-6.90581,0.131642,4.74599
12.3824,3.28523,-4.50823
12.3288,3.6167,-6.47984
-6.49422,0.925361,6.53501
12.2201,2.64277,-8.2233
-6.16126,-0.438929,7.95904
-6.69568,1.30943,8.76998
11.3149,3.56083,-9.75227
-6.96567,-1.90355,9.05804
13.3523,4.28945,-8.30437
-8.12603,-0.279972,9.19051
13.7909,2.20551,-9.38158
-9.80347,-0.109492,8.11481
15.4195,2.03392,-8.2335
-11.3013,0.0681552,6.80139
14.8153,4.96355,-9.48983
-10.1952,0.946813,9.76732
-11.218,2.65947,9.6236
15.3036,1.37993,-10.3965
-10.5832,3.7238,11.1934
-13.1612,2.56139,9.16089
-13.7852,4.45955,9.07373
16.1974,3.37667,-9.49519
17.1587,1.35016,-9.64953
16.6732,0.457227,-11.5247
16.253,-0.862554,-12.9675
17.2907,1.55047,-13.0815
-11.5549,5.26191,12.0241
-14.0594,6.42591,9.31513
17.4963,3.51632,-13.3868
-14.9898,3.18146,10.0305
17.0626,0.472701,-14.7507
17.5573,2.79577,-15.2515
-12.6868,4.56404,13.518
-15.7988,5.85421,10.12
-16.253,4.2357,11.2036
-17.1446,2.44565,11.2329
18.6984,5.00028,-13.9807
-18.4333,1.42199,10.0965
-18.2273,0.222655,11.6837
18.9136,-0.259633,-14.5567
20.3864,3.98394,-13.6375
20.9774,5.89332,-13.567
-19.9054,0.48107,9.12318
19.8869,0.293626,-16.214
21.3431,7.64945,-14.4514
-19.6065,-0.960404,10.477
21.6528,9.55322,-13.9225
22.0198,11.4205,-13.3071
23.2939,8.06106,-14.6103
-21.2579,1.29949,7.89804
-19.5518,-2.24722,12.007
23.7752,11.6472,-12.3759
-21.5001,-0.789107,9.85646
23.0421,9.62503,-15.8312
24.4192,13.4905,-11.943
-22.9077,2.42463,8.00923
-21.2115,-1.20957,12.4177
-24.3708,1.26637,7.28963
-24.3353,0.0358295,8.86587
-25.8643,0.55787,6.16385
25.0766,7.25348,-15.022
-25.4637,-1.55148,8.41086
24.5975,10.7047,-15.187
-26.0435,1.07133,8.96438
-25.9178,-2.9899,9.72418
25.9479,9.69746,-14.1091
-26.5078,-4.42394,8.46112
25.2088,12.5514,-14.722
24.5173,13.996,-15.9198
27.0675,12.2975,-14.0286
25.9411,15.1348,-15.0976
-26.7565,1.91945,10.6294
-27.3806,3.81768,10.7144
-28.0332,-5.10982,7.36438
26.0097,13.2761,-17.0399
-27.9311,-4.25854,9.85648
25.3292,15.0766,-17.5831
27.8652,14.6214,-14.9126
26.1039,14.255,-19.2338
-29.0118,4.78853,10.0848
29.51,13.4842,-14.8753
